Área,Dia da Semana,Data da Ocorência,Logradouro,Endereço,Bairro,Cidade,Hora (valor inteiro),Hora da Chamada,Tipo de Ocorrência
1º BPM,segunda-feira,03/05/21,"AV. GOV. AFRANIO LAGES (LESTE - OESTE)  , MANGABEIRAS , MACEIÓ",AV. GOV. AFRANIO LAGES (LESTE - OESTE) ,MANGABEIRAS,MACEIÓ,4,4:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA DEPUTADO ABELARDO LOPES 108 , POÇO , MACEIÓ",RUA DEPUTADO ABELARDO LOPES 108,POÇO,MACEIÓ,5,5:21,VIOLÊNCIA CONTRA A MULHER
1º BPM,segunda-feira,03/05/21,"AVENIDA ALVARO CALHEIROS XXXXXXXXXX , JATIÚCA , MACEIÓ",AVENIDA ALVARO CALHEIROS XXXXXXXXXX,JATIÚCA,MACEIÓ,5,5:29,ROUBO
1º BPM,segunda-feira,03/05/21,"POSTO MILENIO   , TRAPICHE DA BARRA , MACEIÓ",POSTO MILENIO  ,TRAPICHE DA BARRA,MACEIÓ,6,6:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA 24 DE OUTUBRO 54 , VERGEL DO LAGO , MACEIÓ",RUA 24 DE OUTUBRO 54,VERGEL DO LAGO,MACEIÓ,7,7:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"QUADRA:55 13 , VERGEL DO LAGO , MACEIÓ",QUADRA:55 13,VERGEL DO LAGO,MACEIÓ,9,9:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"NA FEIRA DO PASSARINHO.  , LEVADA , MACEIÓ",NA FEIRA DO PASSARINHO. ,LEVADA,MACEIÓ,10,10:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA OUVIDOR BATALHA 187 , PAJUÇARA , MACEIÓ",RUA OUVIDOR BATALHA 187,PAJUÇARA,MACEIÓ,11,11:54,FURTO
1º BPM,segunda-feira,03/05/21,"NA PRAÇA DOS PALMARES  , CENTRO , MACEIÓ",NA PRAÇA DOS PALMARES ,CENTRO,MACEIÓ,12,12:29,FURTO
1º BPM,segunda-feira,03/05/21,"TRAV.  SANTA AMELIA  , JATIÚCA , MACEIÓ",TRAV.  SANTA AMELIA ,JATIÚCA,MACEIÓ,12,12:12,USUÁRIO DE ENTORPECENTE
1º BPM,segunda-feira,03/05/21,"RUA ABILIO VITORINO  , JATIÚCA , MACEIÓ",RUA ABILIO VITORINO ,JATIÚCA,MACEIÓ,12,12:34,ROUBO
1º BPM,segunda-feira,03/05/21,"COLÉGIO ESTADUAL BENEDITO DE MORAIS.   , PONTA DA TERRA , MACEIÓ",COLÉGIO ESTADUAL BENEDITO DE MORAIS.  ,PONTA DA TERRA,MACEIÓ,12,12:47,AMEAÇA
1º BPM,segunda-feira,03/05/21,"TRAV. COMENDADOR CALACA  , POÇO , MACEIÓ",TRAV. COMENDADOR CALACA ,POÇO,MACEIÓ,12,12:51,ROUBO
1º BPM,segunda-feira,03/05/21,"AV. MONTE CASTELO  , VERGEL DO LAGO , MACEIÓ",AV. MONTE CASTELO ,VERGEL DO LAGO,MACEIÓ,13,13:29,USUÁRIO DE ENTORPECENTE
1º BPM,segunda-feira,03/05/21,"CONJ. VIRGEM DOS POBRES II QUADRA 55 25 , TRAPICHE DA BARRA , MACEIÓ",CONJ. VIRGEM DOS POBRES II QUADRA 55 25,TRAPICHE DA BARRA,MACEIÓ,13,13:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA SÃO JOSÉ 325 , JATIÚCA , MACEIÓ",RUA SÃO JOSÉ 325,JATIÚCA,MACEIÓ,13,13:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA DOUTOR ZEFERINO RODRIGUES  , PAJUÇARA , MACEIÓ",RUA DOUTOR ZEFERINO RODRIGUES ,PAJUÇARA,MACEIÓ,13,13:57,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"Q° 55 25 , VERGEL DO LAGO , MACEIÓ",Q° 55 25,VERGEL DO LAGO,MACEIÓ,14,14:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"TRAV. CAMPO VERDE 03 , VERGEL DO LAGO , MACEIÓ",TRAV. CAMPO VERDE 03,VERGEL DO LAGO,MACEIÓ,14,14:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"AV. SENADOR RUI PALMEIRA./ DIQUE ESTRADA.   , TRAPICHE DA BARRA , MACEIÓ",AV. SENADOR RUI PALMEIRA./ DIQUE ESTRADA.  ,TRAPICHE DA BARRA,MACEIÓ,15,15:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"CIDADE DE DEUS  1  s/n° , TRAPICHE DA BARRA , MACEIÓ",CIDADE DE DEUS  1  s/n°,TRAPICHE DA BARRA,MACEIÓ,15,15:51,DISPARO DE ARMA DE FOGO
1º BPM,segunda-feira,03/05/21,"RUA REGENTE FEIJO S/N , PONTA DA TERRA , MACEIÓ",RUA REGENTE FEIJO S/N,PONTA DA TERRA,MACEIÓ,16,16:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA CAMPO VERDE  202 , VERGEL DO LAGO , MACEIÓ",RUA CAMPO VERDE  202,VERGEL DO LAGO,MACEIÓ,16,16:55,VIOLÊNCIA CONTRA A MULHER
1º BPM,segunda-feira,03/05/21,"QD 11 XX , VERGEL DO LAGO , MACEIÓ",QD 11 XX,VERGEL DO LAGO,MACEIÓ,17,17:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA AMINADAB VALENTE XXX , TRAPICHE DA BARRA , MACEIÓ",RUA AMINADAB VALENTE XXX,TRAPICHE DA BARRA,MACEIÓ,17,17:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"QUADRA 11  , VERGEL DO LAGO , MACEIÓ",QUADRA 11 ,VERGEL DO LAGO,MACEIÓ,17,17:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA FORMOSA 2203 , PONTA GROSSA , MACEIÓ",RUA FORMOSA 2203,PONTA GROSSA,MACEIÓ,17,17:35,AMEAÇA
1º BPM,segunda-feira,03/05/21,"RUA AGNELO BARBOSA  , PRADO , MACEIÓ",RUA AGNELO BARBOSA ,PRADO,MACEIÓ,17,17:46,ROUBO
1º BPM,segunda-feira,03/05/21,"QUADRA 55 25 , VERGEL DO LAGO , MACEIÓ",QUADRA 55 25,VERGEL DO LAGO,MACEIÓ,17,17:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA CONEGO LIRA.   , TRAPICHE DA BARRA , MACEIÓ",RUA CONEGO LIRA.  ,TRAPICHE DA BARRA,MACEIÓ,17,17:55,TENTATIVA DE ROUBO
1º BPM,segunda-feira,03/05/21,"RUA. BATISTA ACIOLE  30 , JARAGUÁ , MACEIÓ",RUA. BATISTA ACIOLE  30,JARAGUÁ,MACEIÓ,18,18:11,LESÃO CORPORAL
1º BPM,segunda-feira,03/05/21,"AVENIDA AMELIA ROSA  , MANGABEIRAS , MACEIÓ",AVENIDA AMELIA ROSA ,MANGABEIRAS,MACEIÓ,18,18:12,ROUBO
1º BPM,segunda-feira,03/05/21,"CHAPIVER DE BRITO.  , PRADO , MACEIÓ",CHAPIVER DE BRITO. ,PRADO,MACEIÓ,18,18:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA XAVIER DE BRITO   , PRADO , MACEIÓ",RUA XAVIER DE BRITO  ,PRADO,MACEIÓ,18,18:47,ROUBO
1º BPM,segunda-feira,03/05/21,"CONJ. LENITA VILELA QUAD P 08 , TRAPICHE DA BARRA , MACEIÓ",CONJ. LENITA VILELA QUAD P 08,TRAPICHE DA BARRA,MACEIÓ,18,18:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA LAFAIETE PACHECO 554 , PONTA DA TERRA , MACEIÓ",RUA LAFAIETE PACHECO 554,PONTA DA TERRA,MACEIÓ,19,19:00,TRÁFICO 
1º BPM,segunda-feira,03/05/21,"RUA SAO FELIX  , VERGEL DO LAGO , MACEIÓ",RUA SAO FELIX ,VERGEL DO LAGO,MACEIÓ,19,19:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"XXXXXXXXXXXXX  , PONTA VERDE , MACEIÓ",XXXXXXXXXXXXX ,PONTA VERDE,MACEIÓ,19,19:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA CONEGO FERNO LIRA.  , TRAPICHE DA BARRA , MACEIÓ",RUA CONEGO FERNO LIRA. ,TRAPICHE DA BARRA,MACEIÓ,19,19:14,ROUBO
1º BPM,segunda-feira,03/05/21,"RUA SAO FELIX  , VERGEL DO LAGO , MACEIÓ",RUA SAO FELIX ,VERGEL DO LAGO,MACEIÓ,19,19:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA SÃO FELIX.  , VERGEL DO LAGO , MACEIÓ",RUA SÃO FELIX. ,VERGEL DO LAGO,MACEIÓ,19,19:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA SÃO FELIX  , VERGEL DO LAGO , MACEIÓ",RUA SÃO FELIX ,VERGEL DO LAGO,MACEIÓ,19,19:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"AVENIDA CABO REIS  , PONTA GROSSA , MACEIÓ",AVENIDA CABO REIS ,PONTA GROSSA,MACEIÓ,19,19:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA XAVIER DE BRITO  , PRADO , MACEIÓ",RUA XAVIER DE BRITO ,PRADO,MACEIÓ,19,19:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"PRINCIPAL DA PONTA VERDE  , PONTA VERDE , MACEIÓ",PRINCIPAL DA PONTA VERDE ,PONTA VERDE,MACEIÓ,19,19:40,USUÁRIO DE ENTORPECENTE
1º BPM,segunda-feira,03/05/21,"QUADRA 27 , TRAPICHE DA BARRA , MACEIÓ",QUADRA 27,TRAPICHE DA BARRA,MACEIÓ,19,19:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"QUADRA 24 11 , TRAPICHE DA BARRA , MACEIÓ",QUADRA 24 11,TRAPICHE DA BARRA,MACEIÓ,19,19:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA DULCE DANTAS LOUREIRO  , JATIÚCA , MACEIÓ",RUA DULCE DANTAS LOUREIRO ,JATIÚCA,MACEIÓ,19,19:54,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA TAMANDARÉ 90 , PRADO , MACEIÓ",RUA TAMANDARÉ 90,PRADO,MACEIÓ,19,19:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA CRAVEIRO COSTA   , PONTA GROSSA , MACEIÓ",RUA CRAVEIRO COSTA  ,PONTA GROSSA,MACEIÓ,20,20:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"TRAVESSA FIRMINO VASCONCELOS, E RUA DO DRAGÃO  , PONTA DA TERRA , MACEIÓ","TRAVESSA FIRMINO VASCONCELOS, E RUA DO DRAGÃO ",PONTA DA TERRA,MACEIÓ,20,20:24,TRÁFICO 
1º BPM,segunda-feira,03/05/21,"RUA XAVIER DE BRITO   , PRADO , MACEIÓ",RUA XAVIER DE BRITO  ,PRADO,MACEIÓ,20,20:29,TENTATIVA DE ROUBO
1º BPM,segunda-feira,03/05/21,"RUA SANTA NAZARE  , POÇO , MACEIÓ",RUA SANTA NAZARE ,POÇO,MACEIÓ,20,20:34,USUÁRIO DE ENTORPECENTE
1º BPM,segunda-feira,03/05/21,"RUA ALMIRANTE TAMANDARÉ. 90 , PRADO , MACEIÓ",RUA ALMIRANTE TAMANDARÉ. 90,PRADO,MACEIÓ,20,20:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA. DULCE LOUREIRO   , JATIÚCA , MACEIÓ",RUA. DULCE LOUREIRO  ,JATIÚCA,MACEIÓ,20,20:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA DULCE DANTAS LOUREIRO   , JATIÚCA , MACEIÓ",RUA DULCE DANTAS LOUREIRO  ,JATIÚCA,MACEIÓ,21,21:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"QUADRA 7  , TRAPICHE DA BARRA , MACEIÓ",QUADRA 7 ,TRAPICHE DA BARRA,MACEIÓ,21,21:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"3° TRAVESSA FRANCO JATOBA   , PRADO , MACEIÓ",3° TRAVESSA FRANCO JATOBA  ,PRADO,MACEIÓ,21,21:08,LESÃO CORPORAL
1º BPM,segunda-feira,03/05/21,"RUA DIEGUES JUNIOR  , POÇO , MACEIÓ",RUA DIEGUES JUNIOR ,POÇO,MACEIÓ,21,21:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA LAFAIETE PACHECO  , PONTA DA TERRA , MACEIÓ",RUA LAFAIETE PACHECO ,PONTA DA TERRA,MACEIÓ,21,21:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"TRAV.MONTE CASTELO  , VERGEL DO LAGO , MACEIÓ",TRAV.MONTE CASTELO ,VERGEL DO LAGO,MACEIÓ,21,21:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RESIDÊNCIAL BRISA DA LAGOA.  , CHÃ DO PILAR , PILAR",RESIDÊNCIAL BRISA DA LAGOA. ,CHÃ DO PILAR,PILAR,21,21:44,VIOLÊNCIA CONTRA A MULHER
1º BPM,segunda-feira,03/05/21,"RUA SAO FELIX S/N , VERGEL DO LAGO , MACEIÓ",RUA SAO FELIX S/N,VERGEL DO LAGO,MACEIÓ,22,22:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA SANTA MARGARIDA, (VILA ARATÚ)  , PONTA GROSSA , MACEIÓ","RUA SANTA MARGARIDA, (VILA ARATÚ) ",PONTA GROSSA,MACEIÓ,22,22:03,USUÁRIO DE ENTORPECENTE
1º BPM,segunda-feira,03/05/21,"RUA LAFAIETE PACHECO  , PONTA DA TERRA , MACEIÓ",RUA LAFAIETE PACHECO ,PONTA DA TERRA,MACEIÓ,22,22:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"QUADRA 55 25 , VERGEL DO LAGO , MACEIÓ",QUADRA 55 25,VERGEL DO LAGO,MACEIÓ,22,22:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA. 26 DE ABRIL  , POÇO , MACEIÓ",RUA. 26 DE ABRIL ,POÇO,MACEIÓ,22,22:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"AVENIDA IMPERADOR CARLOS DA SILVA NOGUEIRA.  , PONTA VERDE , MACEIÓ",AVENIDA IMPERADOR CARLOS DA SILVA NOGUEIRA. ,PONTA VERDE,MACEIÓ,22,22:36,LESÃO CORPORAL
1º BPM,segunda-feira,03/05/21,"QUADRA 55 25 , TRAPICHE DA BARRA , MACEIÓ",QUADRA 55 25,TRAPICHE DA BARRA,MACEIÓ,22,22:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"XXXXXX  , PONTAL DA BARRA , MACEIÓ",XXXXXX ,PONTAL DA BARRA,MACEIÓ,22,22:38,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,segunda-feira,03/05/21,"RUA JOSE CARNEIRO DA CUNHA SARMENTO APART 1005 , JATIÚCA , MACEIÓ",RUA JOSE CARNEIRO DA CUNHA SARMENTO APART 1005,JATIÚCA,MACEIÓ,22,22:44,VIOLÊNCIA CONTRA A MULHER
1º BPM,segunda-feira,03/05/21,"RUA DUEGUES JUNIOR S/N , POÇO , MACEIÓ",RUA DUEGUES JUNIOR S/N,POÇO,MACEIÓ,22,22:44,VIOLÊNCIA CONTRA A MULHER
1º BPM,segunda-feira,03/05/21,"QUADRA 3 S/N , VERGEL DO LAGO , MACEIÓ",QUADRA 3 S/N,VERGEL DO LAGO,MACEIÓ,23,23:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA DA PALMA / RUA CORREIA DE MELO  , VERGEL DO LAGO , MACEIÓ",RUA DA PALMA / RUA CORREIA DE MELO ,VERGEL DO LAGO,MACEIÓ,23,23:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,03/05/21,"RUA DR SADIR DE CARVALHO. 05. , JATIÚCA , MACEIÓ",RUA DR SADIR DE CARVALHO. 05.,JATIÚCA,MACEIÓ,23,23:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,terça-feira,04/05/21,"AVENIDA SIQUEIRA CAMPOS  , TRAPICHE DA BARRA , MACEIÓ",AVENIDA SIQUEIRA CAMPOS ,TRAPICHE DA BARRA,MACEIÓ,0,0:15,LESÃO CORPORAL
1º BPM,terça-feira,04/05/21,"RUA ZACARIAS DE AZEVEDO   , CENTRO , MACEIÓ",RUA ZACARIAS DE AZEVEDO  ,CENTRO,MACEIÓ,8,8:23,VIOLÊNCIA CONTRA A MULHER
1º BPM,terça-feira,04/05/21,"RUA JOÃO DAVINO   , MANGABEIRAS , MACEIÓ",RUA JOÃO DAVINO  ,MANGABEIRAS,MACEIÓ,8,8:55,ROUBO
1º BPM,terça-feira,04/05/21,"AVENIDA JOÃO DAVINO  , MANGABEIRAS , MACEIÓ",AVENIDA JOÃO DAVINO ,MANGABEIRAS,MACEIÓ,9,9:01,ROUBO
1º BPM,terça-feira,04/05/21,"RUA FRANÇA AMOREU   , POÇO , MACEIÓ",RUA FRANÇA AMOREU  ,POÇO,MACEIÓ,9,9:39,FURTO
1º BPM,terça-feira,04/05/21,"RUA SANTA NAZARE  , PONTA DA TERRA , MACEIÓ",RUA SANTA NAZARE ,PONTA DA TERRA,MACEIÓ,10,10:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,terça-feira,04/05/21,"XXXXXXXXX  , CENTRO , MACEIÓ",XXXXXXXXX ,CENTRO,MACEIÓ,11,11:32,AMEAÇA
1º BPM,terça-feira,04/05/21,"RUA BENEDITO CUNEGUNDES 102 , POÇO , MACEIÓ",RUA BENEDITO CUNEGUNDES 102,POÇO,MACEIÓ,12,12:24,AMEAÇA
1º BPM,terça-feira,04/05/21,"XXXXXXXXXXXXXXXXXXXXXXXXX  , CENTRO , MACEIÓ",XXXXXXXXXXXXXXXXXXXXXXXXX ,CENTRO,MACEIÓ,15,15:51,FURTO
1º BPM,terça-feira,04/05/21,"RUA SANTA LEOPOLDINA  , POÇO , MACEIÓ",RUA SANTA LEOPOLDINA ,POÇO,MACEIÓ,15,15:59,AMEAÇA
1º BPM,terça-feira,04/05/21,"RUA CABO REIS   , PONTA GROSSA , MACEIÓ",RUA CABO REIS  ,PONTA GROSSA,MACEIÓ,16,16:15,ROUBO
1º BPM,terça-feira,04/05/21,"RUA MANOEL FONTES FONTAN  , MANGABEIRAS , MACEIÓ",RUA MANOEL FONTES FONTAN ,MANGABEIRAS,MACEIÓ,16,16:38,LESÃO CORPORAL
1º BPM,terça-feira,04/05/21,"RUA 24 DE OUTUBRO 57 , VERGEL DO LAGO , MACEIÓ",RUA 24 DE OUTUBRO 57,VERGEL DO LAGO,MACEIÓ,17,17:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,terça-feira,04/05/21,"RUA ANTONIO PEDRO DE MENDONCA Nº 63  , PAJUÇARA , MACEIÓ",RUA ANTONIO PEDRO DE MENDONCA Nº 63 ,PAJUÇARA,MACEIÓ,17,17:25,ROUBO
1º BPM,terça-feira,04/05/21,"LAD. DOS MARTIRIOS  , CENTRO , MACEIÓ",LAD. DOS MARTIRIOS ,CENTRO,MACEIÓ,17,17:28,ROUBO
1º BPM,terça-feira,04/05/21,"RUA 21 DE ABRIL 40 , PRADO , MACEIÓ",RUA 21 DE ABRIL 40,PRADO,MACEIÓ,18,18:25,LESÃO CORPORAL
1º BPM,terça-feira,04/05/21,"AVENIDA DEPUTADO JOSÉ LAGES  , PONTA VERDE , MACEIÓ",AVENIDA DEPUTADO JOSÉ LAGES ,PONTA VERDE,MACEIÓ,19,19:11,TENTATIVA DE ROUBO
1º BPM,terça-feira,04/05/21,"AV. PRETESTATO FERREIRA MACHADO  , JATIÚCA , MACEIÓ",AV. PRETESTATO FERREIRA MACHADO ,JATIÚCA,MACEIÓ,19,19:26,ROUBO
1º BPM,terça-feira,04/05/21,"AVENIDA JATIUCA  , JATIÚCA , MACEIÓ",AVENIDA JATIUCA ,JATIÚCA,MACEIÓ,20,20:25,ROUBO
1º BPM,terça-feira,04/05/21,"RUA DOUTOR ROCHA CAVALCANTE  , VERGEL DO LAGO , MACEIÓ",RUA DOUTOR ROCHA CAVALCANTE ,VERGEL DO LAGO,MACEIÓ,21,21:30,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,terça-feira,04/05/21,"AVENIDA PAULO FALCÃO  , JATIÚCA , MACEIÓ",AVENIDA PAULO FALCÃO ,JATIÚCA,MACEIÓ,21,21:32,LESÃO CORPORAL
1º BPM,terça-feira,04/05/21,"AVENIDA JATIÚCA  , JATIÚCA , MACEIÓ",AVENIDA JATIÚCA ,JATIÚCA,MACEIÓ,21,21:50,ROUBO
1º BPM,terça-feira,04/05/21,"CONJ. LENITA VILELA/ QUADRA: P 25 , VERGEL DO LAGO , MACEIÓ",CONJ. LENITA VILELA/ QUADRA: P 25,VERGEL DO LAGO,MACEIÓ,21,21:57,MORTE A ESCLARECER
1º BPM,terça-feira,04/05/21,"XXXXXXXXXXXXXXXX  , PAJUÇARA , MACEIÓ",XXXXXXXXXXXXXXXX ,PAJUÇARA,MACEIÓ,21,21:58,ROUBO
1º BPM,terça-feira,04/05/21,"XXXXXXXXXXXXXXX  , MANGABEIRAS , MACEIÓ",XXXXXXXXXXXXXXX ,MANGABEIRAS,MACEIÓ,22,22:03,SEQUESTRO E CÁRCERE PRIVADO
1º BPM,terça-feira,04/05/21,"QUADRA:10 23 , VERGEL DO LAGO , MACEIÓ",QUADRA:10 23,VERGEL DO LAGO,MACEIÓ,22,22:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,terça-feira,04/05/21,"CONJ LENITA VILELA / QD M , TRAPICHE DA BARRA , MACEIÓ",CONJ LENITA VILELA / QD M,TRAPICHE DA BARRA,MACEIÓ,23,23:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,terça-feira,04/05/21,"RUA MARIO DE GUSMÃO. 650 , PONTA VERDE , MACEIÓ",RUA MARIO DE GUSMÃO. 650,PONTA VERDE,MACEIÓ,23,23:29,LESÃO CORPORAL
1º BPM,quarta-feira,05/05/21,"RUA ANGELO MARTINS  , PONTA DA TERRA , MACEIÓ",RUA ANGELO MARTINS ,PONTA DA TERRA,MACEIÓ,1,1:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"RUA ZACARIAS DE AZEVEDO  427 , CENTRO , MACEIÓ",RUA ZACARIAS DE AZEVEDO  427,CENTRO,MACEIÓ,2,2:14,VIOLÊNCIA CONTRA A MULHER
1º BPM,quarta-feira,05/05/21,"AV. CIRILO DE CASTRO  , LEVADA , MACEIÓ",AV. CIRILO DE CASTRO ,LEVADA,MACEIÓ,3,3:31,ROUBO
1º BPM,quarta-feira,05/05/21,"RUA SÁ E ALBUQUERQUE  , JARAGUÁ , MACEIÓ",RUA SÁ E ALBUQUERQUE ,JARAGUÁ,MACEIÓ,8,8:46,AMEAÇA
1º BPM,quarta-feira,05/05/21,"RUA PROF. PAULO SONOLETE 481 , PONTA GROSSA , MACEIÓ",RUA PROF. PAULO SONOLETE 481,PONTA GROSSA,MACEIÓ,9,9:05,AMEAÇA
1º BPM,quarta-feira,05/05/21,"AGNELO BARBOSA  , PRADO , MACEIÓ",AGNELO BARBOSA ,PRADO,MACEIÓ,9,9:09,VIOLAÇÃO DE DOMICILIO
1º BPM,quarta-feira,05/05/21,"XXXXXXX  , PONTA GROSSA , MACEIÓ",XXXXXXX ,PONTA GROSSA,MACEIÓ,9,9:32,ROUBO
1º BPM,quarta-feira,05/05/21,"AMELIA ROSA   , JATIÚCA , MACEIÓ",AMELIA ROSA  ,JATIÚCA,MACEIÓ,9,9:35,ROUBO
1º BPM,quarta-feira,05/05/21,"AVENIDA SIQUEIRA CAMPOS  , PRADO , MACEIÓ",AVENIDA SIQUEIRA CAMPOS ,PRADO,MACEIÓ,10,10:05,ROUBO
1º BPM,quarta-feira,05/05/21,"RUA QUINTINO BOCAIUVA  , PAJUÇARA , MACEIÓ",RUA QUINTINO BOCAIUVA ,PAJUÇARA,MACEIÓ,10,10:18,ROUBO
1º BPM,quarta-feira,05/05/21,"RUA FORMOSA 729 , LEVADA , MACEIÓ",RUA FORMOSA 729,LEVADA,MACEIÓ,11,11:06,ROUBO
1º BPM,quarta-feira,05/05/21,"RUA XAVIER DE BRITO   , PRADO , MACEIÓ",RUA XAVIER DE BRITO  ,PRADO,MACEIÓ,13,13:01,FURTO
1º BPM,quarta-feira,05/05/21,"XXXXXXXXXXXXXXXXXXXXXXX  , VERGEL DO LAGO , MACEIÓ",XXXXXXXXXXXXXXXXXXXXXXX ,VERGEL DO LAGO,MACEIÓ,13,13:13,PORTE DE ARMA
1º BPM,quarta-feira,05/05/21,"RUA MACHADO LEMOS   , PONTA VERDE , MACEIÓ",RUA MACHADO LEMOS  ,PONTA VERDE,MACEIÓ,13,13:38,PORTE DE ARMA
1º BPM,quarta-feira,05/05/21,"RUA PARQUE RIO BRANCO N° 51 , LEVADA , MACEIÓ",RUA PARQUE RIO BRANCO N° 51,LEVADA,MACEIÓ,14,14:49,FURTO
