,Data da Ocorência,Endereço,Bairro,Hora da Chamada,Tipo de Ocorrência,Localização
5924,21/04/21,RUA DEMOCRITO GRACINDO  ,PONTA GROSSA,10:47,FURTO,"-9.6602439, -35.7534424"
5925,21/04/21,TRAV. PEDRO AMÉRICO ,POÇO,10:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.4746203, -46.3529916"
5926,21/04/21,QUADRA 4 18,TRAPICHE DA BARRA,11:25,PERTURBAÇÃO DA TRANQUILIDADE,"-23.299332, -48.054657"
5927,21/04/21,AVENIDA PRINCIPAL DA PAJUÇARA ,PAJUÇARA,12:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5928,21/04/21,"RUA CAMPOS TEIXEIRA, N° 213",PONTA DA TERRA,12:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.2938248, -36.5808403"
5929,21/04/21,5º TRAV.SANTO ANOTONIO 72 A,JACINTINHO,12:33,VIOLÊNCIA CONTRA A MULHER,
5930,21/04/21,Q 10 ,VERGEL DO LAGO,13:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.67344445, -48.19417283498747"
5931,21/04/21,RUA DJALMA COSTA Nº 15 ,VERGEL DO LAGO,13:42,TRÁFICO ,"-22.8623219, -43.5335559"
5932,21/04/21,RUA FORMOSA ,LEVADA,13:54,ROUBO,"-30.0333419, -51.2315187"
5933,21/04/21,AVENIDA MONTE CASTELO ,VERGEL DO LAGO,14:26,ROUBO,"-23.037913, -45.5694142"
5934,21/04/21,BL 11 ,POÇO,14:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5935,21/04/21,QD 24  ,VERGEL DO LAGO,14:44,PERTURBAÇÃO DA TRANQUILIDADE,"-16.648600950000002, -49.33490752096015"
5936,21/04/21,NA PRAIA DE PAJUÇARA/ EM FRENTE AO CORPO DE BOPMBEIRO ,PAJUÇARA,14:55,PORTE DE ARMA,
5937,21/04/21,RUA JOSE SAMPAIO LUZ  ,PONTA VERDE,15:09,PERTURBAÇÃO DA TRANQUILIDADE,"-21.1348653, -47.8195015"
5938,21/04/21,QD 10  ,VERGEL DO LAGO,15:13,PERTURBAÇÃO DA TRANQUILIDADE,"-16.643267899999998, -49.33466265648617"
5939,21/04/21,RUA JOÃO MALAQUIAS ,POÇO,16:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.6436797, -48.7881321"
5940,21/04/21,RUA SAO FRANCISCO N° 175,JATIÚCA,17:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-19.8949324, -43.8399048"
5941,21/04/21,"RUA FRANCISCO DE MENEZES, CAMBONA, S / N",LEVADA,17:27,LESÃO CORPORAL,
5942,21/04/21,QUADRA : 04  N° 18,TRAPICHE DA BARRA,17:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.91422895, -47.761388595884355"
5943,21/04/21,RUA SÃO FRANCISCO DE ASSIS  ,JATIÚCA,17:41,PERTURBAÇÃO DA TRANQUILIDADE,"-12.8709647, -38.3556329"
5944,21/04/21,RUA PROFESSOR ALMEIDA LEITE ,TRAPICHE DA BARRA,17:56,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6766909, -35.7611458"
5945,21/04/21,RUA CABO REIS. 632,PONTA GROSSA,18:02,LESÃO CORPORAL,"-3.7093013, -38.5743665"
5946,21/04/21,RUA FRANCISCO DE ASSIS 175,JATIÚCA,18:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-2.8380236, -58.2096781"
5947,21/04/21,RUA DOS TIMBIRAS ,PONTA GROSSA,18:32,PORTE DE ARMA,"-23.6247609, -45.3861071"
5948,21/04/21,RUA CLETO MARQUES LUZ 514,LEVADA,19:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6556813, -35.7439475"
5949,21/04/21,RUA SÃO VICENTE ,VERGEL DO LAGO,19:17,AMEAÇA,"-26.8874157, -49.2542541"
5950,21/04/21,QUADRA C ,VERGEL DO LAGO,19:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.03086415, -47.879231305668156"
5951,21/04/21,RUA DIEGUES JUNIOR ,POÇO,19:21,DISPARO DE ARMA DE FOGO,"-9.6472229, -35.7284876"
5952,21/04/21,RUA PROFESSOR ALMEIDA LEITE ,TRAPICHE DA BARRA,19:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6766909, -35.7611458"
5953,21/04/21,RUA ANTONIO FELISDORO ,VERGEL DO LAGO,19:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5954,21/04/21,XXXXXXXX ,JATIÚCA,19:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5955,21/04/21,RUA ARTHUR CHALES DORVILLE ,JATIÚCA,19:40,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5956,21/04/21,"RUA DEPUTADO JOSE LARGES  N° 732, AP 104",PONTA VERDE,19:44,AMEAÇA,
5957,21/04/21,QUADRA 05 ,VERGEL DO LAGO,20:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.9112705, -47.762829524019644"
5958,21/04/21,RUA. MANOEL LOURENÇO ,PONTA GROSSA,20:47,ROUBO,"-20.95912, -49.1822993"
5959,21/04/21,RUA MARIO LUZ VIEIRA ,MANGABEIRAS,21:05,AMEAÇA,
5960,21/04/21,RUA SANTA FERNANDA. ,JATIÚCA,21:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6547318, -35.7183624"
5961,21/04/21,QD 10 ,TRAPICHE DA BARRA,21:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.643267899999998, -49.33466265648617"
5962,21/04/21,RUA CABO REIS ,VERGEL DO LAGO,21:50,VIOLÊNCIA CONTRA A MULHER,"-3.7093013, -38.5743665"
5963,21/04/21,RUA SANTA FERNANDA ,JATIÚCA,21:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6547318, -35.7183624"
5964,21/04/21,AV. C ,VERGEL DO LAGO,22:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"40.7307609, -73.9740854"
5965,21/04/21,ANTIGA RUA GAZETA ,CENTRO,22:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5966,21/04/21,RUA EMANUEL PEDRO FARIAS COSTA ,CENTRO,22:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5967,21/04/21,RUA PROFESSOR ALMEIDA LEITE 98,TRAPICHE DA BARRA,22:48,LESÃO CORPORAL,"-9.6766909, -35.7611458"
5968,21/04/21,RUA VILA DOS PESCADORES BLOCO 54,TRAPICHE DA BARRA,22:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5969,21/04/21,RUA DA PAZ 60,TRAPICHE DA BARRA,23:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.931563, -67.8350604"
5970,21/04/21,QD 9  ,VERGEL DO LAGO,23:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.69928995, -49.41137726334988"
5971,21/04/21,QUADRA:3 ,VERGEL DO LAGO,23:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.02054115, -47.87367517812933"
5972,22/04/21,RUA PEDRO PAULINO ,POÇO,0:18,ROUBO,"-22.9572923, -47.0899711"
5973,22/04/21,RUA DEPUTADO JOSE LARGES / ED. ITAPUÃ 104,PONTA VERDE,0:49,USUÁRIO DE ENTORPECENTE,
5974,22/04/21,MULTIRÃO 1 QUADRA 8 34,VERGEL DO LAGO,5:40,VIOLÊNCIA CONTRA A MULHER,
5975,22/04/21,RUA CABO REIS 349,TRAPICHE DA BARRA,7:10,AMEAÇA,"-3.7093013, -38.5743665"
5976,22/04/21,RUA RICARDO ALVES ,CENTRO,7:49,TRÁFICO ,"-9.2537893, -38.0075989"
5977,22/04/21,RUA DESEMBARGADO VALENTE DE LIMA  ,JATIÚCA,9:23,ROUBO,
5978,22/04/21,EM FRENTE AO SHOPPING POPULAR; ,CENTRO,11:56,FURTO,
5979,22/04/21,RUA SIRILHO DE CASTRO,LEVADA,12:32,TENTATIVA DE FURTO,
5980,22/04/21,XXXXX ,CENTRO,13:23,USUÁRIO DE ENTORPECENTE,"36.4071381, 44.1238979"
5981,22/04/21,RUA NOSSA SENHORA APARECIDA ,POÇO,16:52,PORTE DE ARMA,"-26.8929588, -49.2618076"
5982,22/04/21,AV. JULIO MARQUES LUZ ( AV. JATIUCA ) ,JATIÚCA,18:16,AMEAÇA,"-9.6520884, -35.7185584"
5983,22/04/21,RUA SENADOR RUI PALMEIRA ,PONTA VERDE,18:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.3853652, -37.0847583"
5984,22/04/21,LOT. DUAS IRMÃS ,POÇO,20:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5985,22/04/21,RUA CARLOS GOMES DA SILVA ,JATIÚCA,20:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.7164902, -47.3244627"
5986,22/04/21,RUA LUIZ LOPES AGRA  ,JATIÚCA,20:34,ROUBO,"-9.6469355, -35.7095666"
5987,22/04/21,STELLA MARIS / RUA CARLOS GOMES DA SILVA ,JATIÚCA,20:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5988,22/04/21,"VIRGEM DOS POBRES II, QUADRA: 30 ",TRAPICHE DA BARRA,21:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5989,22/04/21,RUA MOACIR MIRANDA 193,PONTA GROSSA,21:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5990,22/04/21,RUA SENADOR RUI PALMEIRA ,PONTA VERDE,21:23,LESÃO CORPORAL,"-9.3853652, -37.0847583"
5991,22/04/21,RUA LUIZ RAMALHO DE CASTRO ,JATIÚCA,21:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5992,22/04/21,RUA DOUTOR JOSÉ CORREIA FILHO EDF PORTAL DO SOL 01  AP 806,PAJUÇARA,22:55,LESÃO CORPORAL,
5993,22/04/21,RUA ALVARES CABRAL ,PRADO,23:03,PERTURBAÇÃO DA TRANQUILIDADE,"-29.9252467, -51.0649212"
5994,22/04/21,STELLA MARES / AV. ENG. PAULO BRANDÃO NOGUEIRA ,JATIÚCA,23:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5995,22/04/21,RUA DR. TADIR DE CARVALHO ,JATIÚCA,23:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
5996,22/04/21,RUA CLAUDIO MANOEL ,PONTA GROSSA,23:39,PERTURBAÇÃO DA TRANQUILIDADE,"-19.9910722, -43.8502229"
5997,23/04/21,AVENIDA JATIÚCA XXXXXX,JATIÚCA,2:10,ROUBO,
5998,23/04/21,XXXXXXXXXXXXXXX ,PAJUÇARA,2:50,FURTO,
5999,23/04/21,RUA PANAÍ XXXXXX,VERGEL DO LAGO,2:55,VIOLAÇÃO DE DOMICILIO,
6000,23/04/21,RUA DOUTOR DEFERINO RODRIGUES 999,POÇO,3:35,FURTO,
6001,23/04/21,RUA OLIVEIRA E SILVA 145,CENTRO,8:58,FURTO,"41.1266214, -8.6076357"
6002,23/04/21,TRAV. CAMPO VERDE 38,VERGEL DO LAGO,11:06,AMEAÇA,"-3.860862, -38.5008526"
6003,23/04/21,AV. DR. ANTONIO GOMES DE BARROS (AV. AMELIA ROSA) ,JATIÚCA,14:48,ROUBO,"-9.6510807, -35.7092002"
6004,23/04/21, Q°11,VERGEL DO LAGO,15:24,AMEAÇA,"10.7659529, 106.6475594370616"
6005,23/04/21,RUA MONTE CASTELO 388,VERGEL DO LAGO,15:41,VIOLÊNCIA CONTRA A MULHER,"-10.9009222, -37.0630337"
6006,23/04/21,PRACA DA FACULDADE,CENTRO,16:15,ROUBO,"-9.6685513, -35.744914011852046"
6007,23/04/21,AVENIDA DR. MIGUEL OMENA  ,PRADO,18:11,PERTURBAÇÃO DA TRANQUILIDADE,"-9.7532848, -35.8727163"
6008,23/04/21,AVENIDA JULIO MARQUES LUZ EM FRENTE AO N° 200,JATIÚCA,18:57,USUÁRIO DE ENTORPECENTE,
6009,23/04/21,QUADRA 53 14,VERGEL DO LAGO,19:54,AMEAÇA,"-23.299332, -48.054657"
6010,23/04/21,RUA ELISIO DE CARVALHO ,PAJUÇARA,20:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.522517, -43.1608739"
6011,23/04/21,RUA 24 DE OUTUBRO ,VERGEL DO LAGO,20:46,ROUBO,"-15.5929711, -56.1036754"
6012,23/04/21,RUA CLETO MARQUES LUZ ,LEVADA,21:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6556813, -35.7439475"
6013,23/04/21,X ,MANGABEIRAS,21:10,ROUBO,"-32.0967361, -63.7940923"
6014,23/04/21,AVENIDA LUIZA AMALHO DE CASTRO. ,JATIÚCA,21:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6015,23/04/21,RUA. AULERIANO TEXEIRA DE VASCONCELOS ,JATIÚCA,21:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6016,23/04/21,RUA PEDRO PAULINO ,POÇO,21:42,ROUBO,"-22.9572923, -47.0899711"
6017,23/04/21,RUA CABO REIS ,PONTA GROSSA,21:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
6018,23/04/21,RUA EDITE BRANDÃO NOGUEIRA ,JATIÚCA,22:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6019,23/04/21,RUA REJENTE FEIJO ,PONTA DA TERRA,22:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-20.1468571, -40.250736"
6020,23/04/21,AVENIDA ASSIS CHATEAUBRIAND ,TRAPICHE DA BARRA,22:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.6869685, -49.2715786"
6021,23/04/21,RUA. DR. SADIL DE CARVALHO  ,JATIÚCA,22:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6022,23/04/21,RUA DOM ADELMO MACHADO 195,PONTA GROSSA,23:05,VIOLAÇÃO DE DOMICILIO,"-9.8219693, -35.8773112"
6023,23/04/21,RUA PROFESSOR SARAIVA NETO 237,PONTA GROSSA,23:49,VIOLÊNCIA CONTRA A MULHER,
6024,23/04/21,RUA DEMOCRITO GRACINDO  31 vila,PONTA GROSSA,23:55,VIOLAÇÃO DE DOMICILIO,"-9.6602439, -35.7534424"
6025,24/04/21,AVENIDA DEPUTADO JOSÉ LAGES ,PONTA VERDE,0:03,ROUBO,
6026,24/04/21,RUA ANTONIO AGUIAR ,PONTA DA TERRA,1:13,VIOLÊNCIA CONTRA A MULHER,"-27.0854576, -48.9065605"
6027,24/04/21,RUA SANTO ANTONIO ,PONTA GROSSA,10:21,SEQUESTRO E CÁRCERE PRIVADO,"-23.1374163, -46.4627065"
6028,24/04/21,RUA CÔNEGO LIRA ,TRAPICHE DA BARRA,11:27,TENTATIVA DE FURTO,"-8.0943776, -34.9100501"
6029,24/04/21,RUA BARÃO DE ATALAIA  ,POÇO,11:46,ROUBO,"-9.6058911, -35.9554061"
6030,24/04/21,RUA DEMOCTO GRACINO  ,PONTA GROSSA,11:51,ROUBO,
6031,24/04/21,RUA ALVARO MARINHO  621,PRADO,12:05,AMEAÇA,"-9.6704167, -35.7474249"
6032,24/04/21,FAVELA DE JARAGUA XX,JARAGUÁ,12:20,VIOLÊNCIA CONTRA A MULHER,"-23.4856885, -46.7555796"
6033,24/04/21,NA PRAÇA BONFIM ,POÇO,12:40,ROUBO,"-16.851309399999998, -42.068996103862155"
6034,24/04/21,RUA AGNELO BARBOSA. 148A,PRADO,12:43,AMEAÇA,"-9.6655013, -35.7493975"
6035,24/04/21,RUA SENADOR BERNADO SOBRINHO ,POÇO,12:59,USUÁRIO DE ENTORPECENTE,
6036,24/04/21,RUA SAO DORVAL ROCHEIRAS ,PONTA VERDE,13:25,PERTURBAÇÃO DA TRANQUILIDADE,
6037,24/04/21,RUA ARAUJO BIVAR S/N,PAJUÇARA,13:27,AMEAÇA,
6038,24/04/21,QUADRA 8  17,TRAPICHE DA BARRA,13:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
6039,24/04/21,RUA SÃO LUIZ ,PONTA GROSSA,14:16,TRÁFICO ,"-24.0400481, -52.6111709"
6040,24/04/21,RUA DAS ARVORES ,CENTRO,14:47,AMEAÇA,"-11.9675189, -41.2674446"
6041,24/04/21,QUADRA 6  181,VERGEL DO LAGO,16:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
6042,24/04/21,RUA ANTONIO AGUIAR  S/N°,PONTA DA TERRA,17:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6043,24/04/21,RUA BOM RETIRO ,PONTA GROSSA,17:48,PERTURBAÇÃO DA TRANQUILIDADE,"-12.9523404, -38.4685493"
6044,24/04/21,RUA NOSSA SENHORA APARECIDA ,POÇO,18:47,TRÁFICO ,"-26.8929588, -49.2618076"
6045,24/04/21,XXXXXX ,MANGABEIRAS,19:18,TRÁFICO ,"36.406835, 44.1238123"
6046,24/04/21,RUA SENADOR TEOTONIO VILELA 32,POÇO,19:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.6604326, -46.4524283"
6047,24/04/21,QUADRA 01 ,POÇO,19:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.89564575, -47.778605536563134"
6048,24/04/21,TRAVESSA DR. ABELARDO PONTES LIMA  ,VERGEL DO LAGO,20:02,TRÁFICO ,"-9.6509818, -35.7585365"
6049,24/04/21,AV.AMELIA ROSA ,JATIÚCA,20:14,ROUBO,"-9.6512774, -35.7162934"
6050,24/04/21,RUA MELO POVOAS ,JARAGUÁ,20:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6697641, -35.7209797"
6051,24/04/21,RUA DOS TIBIRAS ,PONTA GROSSA,20:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6052,24/04/21,XXXXXXXXX ,POÇO,20:50,ROUBO,"52.7235866, 0.38260848659914326"
6053,24/04/21,RUA MELO POVOAS 70,JARAGUÁ,20:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6697641, -35.7209797"
6054,24/04/21,RUA DIAS CABRAL ,CENTRO,21:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6670841, -35.7419271"
6055,24/04/21,RUA DOUTOR VIRGILIO GUEDES 1218,PONTA GROSSA,22:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6056,24/04/21,RUA DR. ANTONIO CANSANÇÃO 92 NUMERO DO EFICIO,PONTA VERDE,22:14,AMEAÇA,
6057,24/04/21,RUA DAS ARVORES ,CENTRO,22:16,VIOLÊNCIA CONTRA A MULHER,"-11.9675189, -41.2674446"
6058,24/04/21,11 DE JUNHO 351,PONTA GROSSA,22:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-4.6740275, -46.4780494"
6059,24/04/21,RUA GUEDES GONDIM 210,CENTRO,22:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-7.113592, -34.8432389"
6060,24/04/21,RUA CAMPO DO SA 740,VERGEL DO LAGO,22:48,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6061,24/04/21,RUA DR. GUEDES GONDIM ,CENTRO,22:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6659637, -35.7428229"
6062,24/04/21,RUA FRANCO JATOBÁ ,PRADO,23:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6672589, -35.752821"
6063,24/04/21,RUA RIACHELO 77,TRAPICHE DA BARRA,23:05,VIOLÊNCIA CONTRA A MULHER,
6064,24/04/21,RUA MELO POVOAS  ,JARAGUÁ,23:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6697641, -35.7209797"
6065,24/04/21,RUA BOA VONTADE ,LEVADA,23:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.9286229, -53.4395079"
6066,24/04/21,RUA DOUTOR GUEDES GONDIN 270,CENTRO,23:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6067,24/04/21,AV.AMAZONIA ,PRADO,23:34,USUÁRIO DE ENTORPECENTE,"-22.8134133, -42.2317189"
6068,24/04/21,RUA JOSE CABRAL ASSIOLE. ,JATIÚCA,23:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6069,24/04/21,AV CARLOS DA SILVA NOGUEIRA ,JATIÚCA,23:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-20.5326692, -54.6327609"
6070,25/04/21,RUA. CLETO MARQUES LUIZ ,LEVADA,0:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6567681, -35.7458308"
6071,25/04/21,RUA SADI CARVALHO  ,JATIÚCA,1:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6517644, -35.707899"
6072,25/04/21,RUA ANGELO MARTINS 91,JATIÚCA,1:18,TRÁFICO ,"-22.2980089, -48.5723745"
6073,25/04/21,RUA CABO REIS ,TRAPICHE DA BARRA,1:21,VIOLÊNCIA CONTRA A MULHER,"-3.7093013, -38.5743665"
6074,25/04/21,RUA PROFESSOR SANTOS FERRAZ ,POÇO,3:21,PERTURBAÇÃO DA TRANQUILIDADE,"-23.2037744, -46.898349"
6075,25/04/21,RUA EMPRESÁRIO CARLOS DA SILVA NOGUEIRA,JATIÚCA,5:01,ROUBO,"-9.6495665, -35.7109563"
6076,25/04/21,AV. COMENDADOR GUSTAVO PAIVA ,MANGABEIRAS,6:00,ROUBO,"-9.6302771, -35.699408"
6077,25/04/21,CONJ.LENITA VILELA QD C Nº  18 C ,TRAPICHE DA BARRA,6:03,TRÁFICO ,
6078,25/04/21,RUA FORMOSA ,CENTRO,9:10,AMEAÇA,"-30.0333419, -51.2315187"
6079,25/04/21,RUA SANTA CECILIA 382,JATIÚCA,10:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.802233, -39.8273196"
6080,25/04/21,RUA PROF. SANDOVAL ARROXELAS ,PONTA VERDE,10:36,ROUBO,"-9.6589166, -35.6991811"
6081,25/04/21,RUA ANGELO MARTINS Nº 142 B ,JATIÚCA,12:08,PERTURBAÇÃO DA TRANQUILIDADE,
6082,25/04/21, RUA IMPROJETO B  ,POÇO,12:18,LESÃO CORPORAL,
6083,25/04/21,RUA DOUTOR JOSÉ COURREIA FILHO ,PAJUÇARA,12:26,ROUBO,
6084,25/04/21,RUA CAIO PORTO 130,TABULEIRO DO MARTINS,13:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.5742298, -35.7743245"
6085,25/04/21,Q20 246,TRAPICHE DA BARRA,14:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-30.3369413, -54.32030550525367"
6086,25/04/21,AVENIDA SOBRAL  ,TRAPICHE DA BARRA,14:30,VIOLÊNCIA CONTRA A MULHER,"-2.5585506, -44.1847714"
6087,25/04/21,Q 04 18,TRAPICHE DA BARRA,15:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-5.1028292, -42.7659969"
6088,25/04/21,Q 6 181,VERGEL DO LAGO,15:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-32.9775936, -68.84795030451173"
6089,25/04/21,RUA DA PAZ ,TRAPICHE DA BARRA,15:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"39.7314646, -8.5931215"
6090,25/04/21,RUA VINTE E QUATRO DE OUTUBRO  242,VERGEL DO LAGO,16:15,ROUBO,"-15.5929711, -56.1036754"
6091,25/04/21,BEIRA DA PRAIA ,JATIÚCA,16:29,PERTURBAÇÃO DA TRANQUILIDADE,"-7.2188256, -34.8050312"
6092,25/04/21,Q 4 ,TRAPICHE DA BARRA,16:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"47.17796855, 8.590675854075188"
6093,25/04/21,RUA DA MANGUEIRA ,VERGEL DO LAGO,16:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.9145453, -37.0211363"
6094,25/04/21,"QUADRA : 4 ,  S/N",TRAPICHE DA BARRA,17:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-1.3250145, -48.4307753"
6095,25/04/21,AVENIDA ASSIS CHATEAUBRIAND,TRAPICHE DA BARRA,17:04,FURTO,"-16.6869685, -49.2715786"
6096,25/04/21,RUA MANOEL FORTES FONTAN  22,MANGABEIRAS,17:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-21.1336641, -44.2345199"
6097,25/04/21,RUA CABO REIS ,PONTA GROSSA,17:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
6098,25/04/21,AVENIDA CRUZEIRO DO SUL 64,VERGEL DO LAGO,17:35,USUÁRIO DE ENTORPECENTE,"-23.2956291, -51.2042991"
6099,25/04/21,RUA CABO REIS 298,PONTA GROSSA,17:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
6100,25/04/21,XXXXX ,CENTRO,18:04,TENTATIVA DE ROUBO,"36.4071381, 44.1238979"
6101,25/04/21,RUA SANTO ANTONIO 384,PONTA GROSSA,18:17,PORTE DE ARMA,"-25.4457353, -49.2635414"
6102,25/04/21,RUA SANTO AMARO 1884,JATIÚCA,18:28,LESÃO CORPORAL,"-9.3723536, -40.4979285"
6103,25/04/21,RUA SENADOR TEOTONIO VILELA 32,POÇO,18:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.6604326, -46.4524283"
6104,25/04/21,RUA PORTO CALVO ,PONTA GROSSA,18:49,LESÃO CORPORAL,"-3.7681583, -38.580532"
6105,25/04/21,RUA CAMPO DO SÁ 10,VERGEL DO LAGO,18:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6106,25/04/21,XXXXXXXXXX ,PAJUÇARA,19:01,USUÁRIO DE ENTORPECENTE,
6107,25/04/21,RUA PORTO CALVO ,PONTA GROSSA,19:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7681583, -38.580532"
6108,25/04/21,CONJ. LENITA VILELA / QUADRA: M ,TRAPICHE DA BARRA,19:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6109,25/04/21,QD O ,TRAPICHE DA BARRA,19:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.03080795, -47.8812157290862"
6110,25/04/21,PRAÇA DO PIRULITO ,CENTRO,19:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.0236893, -46.981662746150825"
